# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		386256		47199		44472
1		256380		75560		45863
2		208173		92892		46494
3		189255		104010		46684
4		179324		111778		46880
5		174003		117423		47003
6		170982		121726		47067
7		168983		125082		47114
8		167563		127738		47156
9		166589		129862		47191
10		165805		131616		47151
11		165231		133080		47197
12		164713		134330		47166
13		164233		135398		47201
14		163810		136331		47206
15		163440		137167		47224
16		163121		137915		47260
17		162818		138584		47258
18		162594		139206		47268
19		162275		139803		47267
20		161910		140377		47295
21		161603		140876		47291
22		161371		141304		47293
23		161231		141682		47274
24		161106		142017		47278
25		160985		142339		47285
26		160915		142605		47298
27		160802		142895		47295
28		160702		143154		47281
29		160636		143389		47284
30		160571		143582		47280
31		160519		143765		47284
32		160470		143915		47274
33		160428		144058		47280
34		160380		144187		47283
35		160356		144295		47292
36		160333		144408		47278
37		160310		144514		47276
38		160282		144624		47258
39		160244		144731		47264
40		160216		144831		47260
41		160195		144914		47257
42		160166		145007		47256
43		160062		145119		47262
44		157844		145431		47258
45		157033		145727		47234
46		156738		145958		47223
47		156602		146188		47246
48		156491		146414		47253
49		156416		146610		47251
50		156356		146789		47258
51		156327		146929		47255
52		156288		147073		47254
53		156235		147196		47256
54		156211		147297		47252
55		156182		147397		47256
56		156150		147493		47267
57		156121		147583		47263
58		156094		147676		47264
59		156077		147750		47266
60		156037		147836		47267
61		155986		147918		47269
62		155797		148018		47265
63		155626		148131		47262
64		155548		148232		47264
65		155469		148351		47258
66		155309		148474		47264
67		155177		148605		47265
68		155062		148746		47269
69		154960		148875		47268
70		154700		149046		47283
71		154338		149244		47282
72		154179		149385		47284
73		154103		149509		47278
74		154026		149622		47274
75		153992		149730		47267
76		153962		149836		47255
77		153928		149923		47260
78		153913		149993		47256
79		153896		150051		47258
80		153876		150113		47252
81		153859		150178		47255
82		153835		150241		47250
83		153815		150301		47247
84		153802		150355		47250
85		153778		150408		47248
86		153763		150452		47257
87		153754		150493		47251
88		153741		150539		47259
89		153715		150587		47255
90		153696		150634		47260
91		153681		150677		47258
92		153671		150717		47257
93		153667		150756		47253
94		153654		150798		47250
95		153648		150836		47250
96		153640		150870		47251
97		153634		150895		47253
98		153629		150918		47253
99		153622		150940		47260
100		153616		150956		47258
101		153616		150972		47256
102		153604		150995		47255
103		153601		151012		47251
104		153596		151033		47249
105		153589		151053		47252
106		153586		151072		47253
107		153579		151103		47253
108		153575		151131		47247
109		153564		151153		47245
110		153560		151169		47246
111		153556		151183		47247
112		153556		151193		47246
113		153553		151206		47248
114		153546		151221		47248
115		153537		151238		47249
116		153509		151260		47249
117		153478		151288		47246
118		153475		151307		47249
119		153474		151324		47250
120		153473		151343		47249
121		153468		151361		47257
122		153463		151378		47258
123		153457		151395		47258
124		153457		151407		47261
125		153455		151421		47262
126		153451		151435		47257
127		153450		151444		47257
128		153446		151456		47257
129		153444		151464		47258
130		153443		151471		47259
131		153440		151480		47256
132		153435		151494		47256
133		153432		151502		47257
134		153429		151511		47256
135		153424		151520		47256
136		153424		151524		47256
137		153422		151528		47258
138		153420		151534		47260
139		153418		151538		47260
140		153415		151543		47260
141		153414		151546		47260
142		153413		151549		47259
143		153412		151552		47260
144		153412		151554		47260
145		153411		151557		47259
146		153411		151559		47259
147		153411		151561		47259
148		153411		151563		47259
149		153411		151565		47259
150		153410		151568		47260
151		153409		151571		47259
152		153409		151573		47259
153		153407		151577		47260
154		153405		151581		47260
155		153404		151584		47260
156		153403		151587		47259
157		153403		151589		47259
158		153403		151591		47259
159		153402		151594		47259
160		153401		151597		47259
161		153401		151599		47259
162		153400		151602		47259
163		153400		151604		47259
164		153400		151606		47259
165		153399		151609		47260
166		153399		151611		47260
167		153397		151615		47262
168		153395		151621		47260
169		153396		151624		47260
170		153395		151627		47260
171		153395		151631		47260
172		153393		151637		47260
173		153393		151642		47260
174		153391		151645		47261
175		153391		151647		47261
176		153389		151651		47263
177		153389		151653		47263
178		153388		151656		47262
179		153387		151661		47265
180		153385		151667		47263
181		153384		151670		47264
182		153384		151672		47264
183		153382		151676		47265
184		153383		151680		47265
185		153383		151682		47265
186		153381		151688		47264
187		153381		151692		47264
188		153380		151697		47265
189		153380		151701		47265
190		153378		151707		47267
191		153378		151711		47267
192		153377		151716		47267
193		153377		151720		47267
194		153375		151726		47266
195		153375		151730		47266
196		153375		151734		47266
197		153375		151738		47266
198		153372		151744		47266
199		153371		151749		47265
200		153370		151752		47265
201		153368		151756		47264
202		153368		151756		47264
203		153368		151756		47264
204		153367		151757		47265
205		153364		151759		47266
206		153364		151759		47266
207		153364		151759		47266
208		153364		151759		47266
209		153364		151759		47266
210		153364		151759		47266
211		153363		151760		47267
212		153363		151760		47267
213		153363		151760		47267
214		153363		151760		47267
215		153363		151760		47267
216		153363		151760		47267
217		153363		151760		47267
218		153363		151760		47267
219		153363		151760		47267
220		153363		151760		47267
221		153363		151760		47267
222		153363		151760		47267
223		153363		151760		47267
224		153363		151760		47267
225		153363		151760		47267
226		153363		151760		47267
227		153363		151760		47267
228		153363		151760		47267
229		153363		151760		47267
230		153362		151761		47268
231		153362		151761		47268
232		153362		151761		47268
233		153362		151761		47268
234		153362		151761		47268
235		153362		151761		47268
236		153362		151761		47268
237		153362		151761		47268
238		153362		151761		47268
239		153362		151761		47268
240		153362		151761		47268
241		153361		151762		47267
242		153361		151762		47267
243		153361		151762		47267
244		153361		151762		47267
245		153361		151762		47267
246		153361		151762		47267
247		153361		151762		47267
248		153360		151763		47268
249		153360		151763		47268
250		153360		151763		47268
251		153360		151763		47268
252		153360		151763		47268
253		153360		151763		47268
254		153360		151763		47268
255		153360		151763		47268
256		153360		151763		47268
257		153360		151763		47268
258		153360		151763		47268
