# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8065		3705		3025
1		6801		6156		3044
2		6010		7876		3091
3		5506		9259		3105
4		5040		10329		3138
5		4703		11221		3142
6		4399		12024		3166
7		4153		12719		3156
8		3947		13280		3157
9		3797		13751		3175
10		3697		14143		3166
11		3625		14460		3181
12		3538		14776		3185
13		3459		15083		3187
14		3393		15354		3183
15		3356		15599		3201
16		3273		15826		3183
17		3202		16019		3194
18		3175		16193		3185
19		3136		16378		3202
20		3074		16545		3202
21		3038		16690		3188
22		3013		16822		3205
23		2963		16962		3209
24		2964		17086		3200
25		2929		17206		3202
26		2897		17318		3204
27		2874		17417		3208
28		2866		17497		3214
29		2845		17585		3216
30		2820		17683		3209
31		2810		17768		3209
32		2803		17881		3203
33		2791		17980		3210
34		2776		18064		3204
35		2746		18143		3202
36		2717		18244		3194
37		2710		18323		3184
38		2693		18410		3196
39		2675		18477		3203
40		2665		18533		3210
41		2659		18590		3198
42		2643		18670		3209
43		2637		18721		3195
44		2633		18788		3200
45		2626		18834		3191
46		2610		18893		3195
47		2609		18931		3198
48		2609		18981		3203
49		2595		19022		3197
50		2581		19070		3199
51		2574		19124		3202
52		2568		19154		3204
53		2559		19181		3206
54		2560		19204		3203
55		2555		19235		3204
56		2544		19272		3211
57		2544		19309		3203
58		2531		19346		3207
59		2522		19375		3210
60		2516		19389		3210
61		2519		19407		3206
62		2516		19422		3207
63		2505		19437		3208
64		2507		19447		3208
65		2506		19462		3210
66		2504		19474		3213
67		2504		19487		3210
68		2503		19500		3210
69		2499		19505		3210
70		2499		19510		3213
71		2495		19518		3212
72		2492		19527		3213
73		2489		19533		3213
74		2488		19538		3214
75		2486		19543		3215
76		2485		19547		3215
77		2484		19553		3214
78		2486		19560		3215
79		2484		19565		3215
80		2486		19572		3214
81		2487		19576		3214
82		2487		19583		3214
83		2485		19592		3214
84		2486		19599		3218
85		2486		19606		3214
86		2484		19615		3217
87		2479		19622		3214
88		2479		19626		3215
89		2482		19632		3215
90		2483		19639		3214
91		2479		19646		3214
92		2479		19651		3214
93		2480		19659		3214
94		2479		19666		3212
95		2481		19670		3215
96		2481		19677		3214
97		2479		19683		3213
98		2480		19689		3214
99		2478		19697		3212
100		2475		19700		3213
101		2475		19703		3212
102		2475		19705		3212
103		2477		19709		3216
104		2472		19712		3217
105		2472		19712		3217
106		2472		19712		3217
107		2472		19712		3217
108		2472		19712		3217
109		2472		19712		3217
110		2472		19712		3217
111		2472		19712		3217
112		2472		19712		3217
113		2472		19712		3217
114		2472		19712		3217
115		2471		19715		3217
116		2471		19717		3217
117		2470		19719		3217
118		2470		19721		3217
119		2471		19723		3218
120		2471		19725		3218
121		2469		19726		3218
122		2469		19726		3218
123		2469		19726		3218
124		2469		19726		3218
125		2469		19726		3218
126		2469		19726		3218
127		2469		19726		3218
128		2469		19726		3218
129		2469		19726		3218
130		2469		19726		3218
131		2469		19726		3218
132		2469		19726		3218
133		2469		19726		3218
134		2469		19726		3218
135		2469		19726		3218
136		2469		19726		3218
137		2469		19726		3218
138		2469		19726		3218
139		2469		19726		3218
140		2469		19726		3218
141		2469		19726		3218
142		2469		19726		3218
143		2469		19726		3218
144		2469		19726		3218
145		2469		19726		3218
146		2469		19726		3218
147		2469		19726		3218
148		2469		19726		3218
149		2469		19726		3218
150		2469		19726		3218
151		2469		19726		3218
152		2469		19726		3218
153		2469		19726		3218
154		2469		19726		3218
155		2469		19726		3218
156		2469		19726		3218
157		2469		19726		3218
158		2469		19726		3218
159		2469		19726		3218
160		2469		19726		3218
161		2469		19726		3218
162		2469		19726		3218
163		2469		19726		3218
164		2469		19726		3218
165		2469		19726		3218
166		2469		19726		3218
167		2469		19726		3218
168		2469		19726		3218
169		2469		19726		3218
170		2469		19726		3218
171		2469		19726		3218
172		2469		19726		3218
173		2469		19726		3218
174		2469		19726		3218
175		2469		19726		3218
176		2469		19726		3218
177		2469		19726		3218
178		2469		19726		3218
179		2469		19726		3218
180		2469		19726		3218
181		2469		19726		3218
182		2469		19726		3218
183		2469		19726		3218
184		2469		19726		3218
185		2469		19726		3218
186		2469		19726		3218
187		2469		19726		3218
188		2469		19726		3218
189		2469		19726		3218
190		2469		19726		3218
191		2469		19726		3218
192		2469		19726		3218
193		2469		19726		3218
194		2469		19726		3218
195		2469		19726		3218
196		2469		19726		3218
197		2469		19726		3218
198		2469		19726		3218
199		2469		19726		3218
200		2469		19726		3218
201		2469		19726		3218
202		2469		19726		3218
203		2469		19726		3218
204		2469		19726		3218
205		2469		19726		3218
206		2469		19726		3218
207		2469		19726		3218
208		2469		19726		3218
209		2469		19726		3218
210		2469		19726		3218
211		2469		19726		3218
212		2469		19726		3218
213		2469		19726		3218
214		2469		19726		3218
215		2469		19726		3218
216		2469		19726		3218
217		2469		19726		3218
218		2469		19726		3218
219		2469		19726		3218
220		2469		19726		3218
221		2469		19726		3218
222		2469		19726		3218
223		2469		19726		3218
224		2469		19726		3218
225		2469		19726		3218
226		2469		19726		3218
227		2469		19726		3218
228		2469		19726		3218
229		2469		19726		3218
230		2469		19726		3218
231		2469		19726		3218
232		2469		19726		3218
233		2469		19726		3218
234		2469		19726		3218
235		2469		19726		3218
236		2469		19726		3218
237		2469		19726		3218
238		2469		19726		3218
239		2469		19726		3218
240		2469		19726		3218
241		2469		19726		3218
242		2469		19726		3218
243		2469		19726		3218
244		2469		19726		3218
245		2469		19726		3218
246		2469		19726		3218
247		2469		19726		3218
248		2469		19726		3218
249		2469		19726		3218
